FID,HotSpringU,Name,Label,OtherIdent,Source,SourceURI,FeatureTyp,OtherLocat,County,State,PLSS_Merid,Township,Range,Section,SectionPar,LatDegree,LongDegree,SRS,Observatio,Temperatur,Temperat_1,TempMeasur,TempMeas_1,Flow,FlowUnits,FlowMeasur,FlowMeas_1,Classifica,RelatedWat,DataEntryS,RelatedRes,TOPO100K,QUAD_NAME,WKT
293,OR_Borax Lake Hot Spring - B0070_DOGAMI:HA-081j,Borax Lake Hot Spring - B0070,Borax Lake Hot Spring - B0070,HA-081j,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.329346,-118.604051,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j,197.6,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j.pdf,Alvord Lake,Borax Lake,POINT (1825148.810933094 217148.38653922951)
294,OR_Borax Lake Hot Spring - B0230-v3_DOGAMI:HA-081j1,Borax Lake Hot Spring - B0230-v3,Borax Lake Hot Spring - B0230-v3,HA-081j1,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.329689,-118.603897,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j1,131,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j1.pdf,Alvord Lake,Borax Lake,POINT (1825187.5694255098 217274.35609792956)
295,OR_Borax Lake Hot Spring - B0460_DOGAMI:HA-081j2,Borax Lake Hot Spring - B0460,Borax Lake Hot Spring - B0460,HA-081j2,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.33022,-118.603759,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j2,141.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j2.pdf,Alvord Lake,Borax Lake,POINT (1825220.4179076094 217468.74305299236)
296,OR_Borax Lake Hot Spring - B0680-v1_DOGAMI:HA-081j3,Borax Lake Hot Spring - B0680-v1,Borax Lake Hot Spring - B0680-v1,HA-081j3,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BBC,42.330719,-118.603691,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j3,181.4,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j3.pdf,Alvord Lake,Borax Lake,POINT (1825234.6056167739 217651.03020661892)
297,OR_Borax Lake Hot Spring - B0860_DOGAMI:HA-081j4,Borax Lake Hot Spring - B0860,Borax Lake Hot Spring - B0860,HA-081j4,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BBC,42.331017,-118.603646,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j4,172.4,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j4.pdf,Alvord Lake,Borax Lake,POINT (1825244.2656519914 217759.91848790942)
298,OR_Borax Lake Hot Spring - B1120_DOGAMI:HA-081j5,Borax Lake Hot Spring - B1120,Borax Lake Hot Spring - B1120,HA-081j5,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BBB,42.332781,-118.603132,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j5,156.2,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j5.pdf,Alvord Lake,Borax Lake,POINT (1825368.4061984727 218406.02565816481)
299,OR_Borax Lake Hot Spring - B1380_DOGAMI:HA-081j6,Borax Lake Hot Spring - B1380,Borax Lake Hot Spring - B1380,HA-081j6,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,11,CCC,42.334424,-118.602845,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j6,131,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j6.pdf,Alvord Lake,Borax Lake,POINT (1825432.1759174755 219006.61556943614)
300,OR_Borax Lake Hot Spring - B1620_DOGAMI:HA-081j7,Borax Lake Hot Spring - B1620,Borax Lake Hot Spring - B1620,HA-081j7,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,11,CCD,42.335298,-118.602476,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j7,144,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081j7.pdf,Alvord Lake,Borax Lake,POINT (1825524.5925455936 219327.45361274714)
301,OR_Borax Lake Hot Spring - B0080_DOGAMI:HA-081k,Borax Lake Hot Spring - B0080,Borax Lake Hot Spring - B0080,HA-081k,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.329356,-118.604019,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k,150.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k.pdf,Alvord Lake,Borax Lake,POINT (1825157.3804580355 217152.23094753388)
302,OR_Borax Lake Hot Spring - B0240_DOGAMI:HA-081k1,Borax Lake Hot Spring - B0240,Borax Lake Hot Spring - B0240,HA-081k1,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.329712,-118.603899,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k1,159.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k1.pdf,Alvord Lake,Borax Lake,POINT (1825186.8349536231 217282.72604201784)
303,OR_Borax Lake Hot Spring - B0470_DOGAMI:HA-081k2,Borax Lake Hot Spring - B0470,Borax Lake Hot Spring - B0470,HA-081k2,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.330278,-118.603793,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k2,111.2,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k2.pdf,Alvord Lake,Borax Lake,POINT (1825210.7351994098 217489.66897883956)
304,OR_Borax Lake Hot Spring - B0680-v2_DOGAMI:HA-081k3,Borax Lake Hot Spring - B0680-v2,Borax Lake Hot Spring - B0680-v2,HA-081k3,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BBC,42.330722,-118.603701,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k3,181.4,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k3.pdf,Alvord Lake,Borax Lake,POINT (1825231.8761389898 217652.06109831081)
305,OR_Borax Lake Hot Spring - B0870_DOGAMI:HA-081k4,Borax Lake Hot Spring - B0870,Borax Lake Hot Spring - B0870,HA-081k4,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BBC,42.331006,-118.6036,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k4,176,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k4.pdf,Alvord Lake,Borax Lake,POINT (1825256.7976201896 217756.19686646888)
306,OR_Borax Lake Hot Spring - B1130_DOGAMI:HA-081k5,Borax Lake Hot Spring - B1130,Borax Lake Hot Spring - B1130,HA-081k5,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BBB,42.332875,-118.603132,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k5,183.2,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k5.pdf,Alvord Lake,Borax Lake,POINT (1825367.6145685972 218440.28426272538)
307,OR_Borax Lake Hot Spring - B1390_DOGAMI:HA-081k6,Borax Lake Hot Spring - B1390,Borax Lake Hot Spring - B1390,HA-081k6,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,11,CCC,42.334454,-118.602838,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k6,132.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k6.pdf,Alvord Lake,Borax Lake,POINT (1825433.8160694619 219017.59290415671)
308,OR_Borax Lake Hot Spring - B1630_DOGAMI:HA-081k7,Borax Lake Hot Spring - B1630,Borax Lake Hot Spring - B1630,HA-081k7,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,11,CCD,42.335328,-118.602454,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k7,176,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081k7.pdf,Alvord Lake,Borax Lake,POINT (1825530.2886437138 219338.52470791567)
309,OR_Borax Lake Hot Spring - B0090_DOGAMI:HA-081l,Borax Lake Hot Spring - B0090,Borax Lake Hot Spring - B0090,HA-081l,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.329375,-118.604018,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l,127.4,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l.pdf,Alvord Lake,Borax Lake,POINT (1825157.4909503749 217159.16181638898)
310,OR_Borax Lake Hot Spring - B0250_DOGAMI:HA-081l1,Borax Lake Hot Spring - B0250,Borax Lake Hot Spring - B0250,HA-081l1,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.329719,-118.603895,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l1,183.2,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l1.pdf,Alvord Lake,Borax Lake,POINT (1825187.8577322578 217285.30220379087)
311,OR_Borax Lake Hot Spring - B0480_DOGAMI:HA-081l2,Borax Lake Hot Spring - B0480,Borax Lake Hot Spring - B0480,HA-081l2,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BCB,42.330311,-118.603778,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l2,141.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l2.pdf,Alvord Lake,Borax Lake,POINT (1825214.5137414369 217501.78965005357)
312,OR_Borax Lake Hot Spring - B0690_DOGAMI:HA-081l3,Borax Lake Hot Spring - B0690,Borax Lake Hot Spring - B0690,HA-081l3,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BBC,42.330743,-118.603705,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l3,127.4,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l3.pdf,Alvord Lake,Borax Lake,POINT (1825230.6176506064 217659.68963639197)
313,OR_Borax Lake Hot Spring - B0880_DOGAMI:HA-081l4,Borax Lake Hot Spring - B0880,Borax Lake Hot Spring - B0880,HA-081l4,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,037S,033E,14,BBC,42.331023,-118.603583,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l4,161.6,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-081l4.pdf,Alvord Lake,Borax Lake,POINT (1825261.251640161 217762.49877967642)
